ScenarioID,Iteration,Timestep,FlowGroupID,TransitionTypeID,Amount
128,1,2009,LULC: Harvest [Type],Forest Harvest: Forest Selection,1828279.1380015907
128,1,2009,LULC: Harvest [Type],Ag Expansion: Pasture,261595.3829656174
128,1,2009,LULC: Harvest [Type],Ag Expansion: Cropland,170997.93710090857
128,1,2009,LULC: Emission [Type],Urbanization: Open,1477329.7646167085
128,1,2009,LULC: Emission [Type],Urbanization: Low,1066464.6821612634
128,1,2009,LULC: Emission [Type],Urbanization: Medium,656420.8401633796
128,1,2009,LULC: Emission [Type],Urbanization: High,169629.99223659106
128,1,2009,LULC: Emission [Type],Fire: High Severity,3367037.0479866876
128,1,2009,LULC: Emission [Type],Fire: Medium Severity,1906670.3760406366
128,1,2009,LULC: Emission [Type],Fire: Low Severity,2572813.3685794217
128,1,2009,LULC: Emission [Type],Ag Expansion: Pasture,335376.7069430729
128,1,2009,LULC: Emission [Type],Ag Expansion: Cropland,263926.04097430746
128,1,2009,LULC: Transfer [Type],Fire: High Severity,5858673.598444768
128,1,2009,LULC: Transfer [Type],Fire: Medium Severity,2068527.4478910484
128,1,2009,LULC: Transfer [Type],Fire: Low Severity,1687761.6354794768
128,1,2009,LULC: Transfer [Type],Forest Harvest: Forest Clearcut,8147245.618429554
128,1,2009,LULC: Mortality [Type],Fire: High Severity,6555528.14390323
128,1,2009,LULC: Mortality [Type],Fire: Medium Severity,4207949.794055891
128,1,2009,LULC: Mortality [Type],Fire: Low Severity,5747200.221339463
128,1,2009,LULC: Mortality [Type],Insect: High Severity,7378880.181154037
128,1,2009,LULC: Mortality [Type],Insect: Medium Severity,11918928.696990283
128,1,2009,LULC: Mortality [Type],Insect: Low Severity,9446707.065060731
128,1,2009,LULC: Mortality [Type],Forest Harvest: Forest Clearcut,69564717.02882859
128,1,2009,LULC: Mortality [Type],Forest Harvest: Forest Selection,1779498.5612953769
128,1,2009,LULC: Mortality [Type],Ag Expansion: Pasture,149922.9434740574
128,1,2009,LULC: Mortality [Type],Ag Expansion: Cropland,116892.35591569681
128,1,2009,Net Biome Productivity,Urbanization: Open,-2029626.598857926
128,1,2009,Net Biome Productivity,Urbanization: Low,-1444201.3361145675
128,1,2009,Net Biome Productivity,Urbanization: Medium,-871552.9367291114
128,1,2009,Net Biome Productivity,Urbanization: High,-229976.77056253707
128,1,2009,Net Biome Productivity,Fire: High Severity,-3367037.0479866876
