ScenarioID,Iteration,Timestep,TransitionGroupID,Amount
128,1,2007,Fire: High Severity [Type],189500
128,1,2007,Fire: Medium Severity [Type],254800
128,1,2007,Fire: Low Severity [Type],694200
128,1,2007,Insect: High Severity [Type],156600
128,1,2007,Insect: Medium Severity [Type],676400
128,1,2007,Insect: Low Severity [Type],1630800
128,1,2007,Forest Harvest: Forest Clearcut [Type],995300
128,1,2007,Forest Harvest: Forest Selection [Type],98100
128,1,2007,Ag Expansion: Pasture [Type],42200
128,1,2007,Ag Expansion: Cropland [Type],279200
128,1,2007,Ag Expansion,321400
128,1,2007,Ag Contraction,220400
128,1,2007,Urbanization,179300
128,1,2007,Intensification,21800
